jd,time,mag,band,ra,dec,angDist,src_table,time_col_name,time_scale
2451542.0,278.0,16.682,r,69.32718999999999,0.9987336111111109,0.0202090259508038,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.913,r,69.32703166666666,1.0014777777777777,0.020292604944322175,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.232,r,69.32649805555555,1.0045769444444443,0.020489327435845858,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.312,r,69.32111222222221,1.013257222222222,0.02055455112715705,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.372,r,69.32442638888888,1.0094347222222222,0.020677946970179648,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.648,r,69.31095555555555,1.0191713888888887,0.02121884044178029,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.234,r,69.3262475,1.0079222222222222,0.021519740888070564,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.127,r,69.30825166666666,1.0201869444444442,0.021895966813883633,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.888,r,69.31108138888888,1.020443611111111,0.022492411979782342,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.975,r,69.30823333333332,1.0214927777777776,0.02319873123345863,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.027,r,69.33077388888888,1.0221205555555555,0.033644816920425,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,14.022,r,69.30818166666666,0.9351019444444443,0.06323724308918031,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.858,r,69.31004333333333,0.9329022222222221,0.0654971507597467,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,14.1,r,69.30757388888888,0.9301269444444443,0.0682034333402813,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.378,r,69.30811722222221,0.9268997222222221,0.0714371061464747,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.409,r,69.23640722222221,0.9789672222222221,0.07317202956040617,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.975,r,69.26561749999999,1.059221111111111,0.07361020711151536,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,14.097,r,69.30754638888888,0.9236316666666665,0.07469827505784894,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.529,r,69.30661416666666,0.9189469444444444,0.0793817174487128,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
